Category,Series,Denomination,Year,Mint Mark,Variety,Has History,Has Obverse Image,Has Reverse Image,AI_Audited_Status
coin,American Platinum Eagle,Fifty Dollars,,,"50 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Fifty Dollars,,,"50 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Five Dollars,,,"25 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Ten Dollars,,,"10 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Five Dollars,,,"25 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Fifty Dollars,,,"50 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Ten Dollars,,,"10 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Five Dollars,,,"25 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Fifty Dollars,,,"50 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Fifty Dollars,,,"50 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Ten Dollars,,,"10 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Fifty Dollars,,,"50 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Five Dollars,,,"25 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Ten Dollars,,,"10 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Ten Dollars,,,"10 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Five Dollars,,,"25 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Fifty Dollars,,,"50 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Fifty Dollars,,,"50 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Five Dollars,,,"25 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Ten Dollars,,,"10 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Fifty Dollars,,,"50 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Five Dollars,,,"25 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Effigy Mounds National Monument, Iowa) - Silver Proof",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Frederick Douglass National Historic Site, District of Columbia) - Silver Proof",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (George Rogers Clark National Historical Park, Indiana) - Silver Proof",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Ozark National Scenic Riverways, Missouri) - Silver Proof",Yes,Yes,Yes,Yes
coin,U.S. Pattern Coinage,Five Cents,1792,,"5 Cents ""1792 Half Disme"" (Pattern; copper)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dime,1792,,"10 Cents ""1792 Disme"" (Pattern; copper)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1866,,"5 Cents ""1866 Nickel"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1792,,"25 Cents ""1792 Quarter Dollar"" (Pattern; copper)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1870,,"25 Cents ""1870 Quarter Dollar"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1794,,"5 Cents ""1794 Half Dime"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Cent,1795,,"1 Cent ""1795 Liberty Cap"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Dollars,1795,,"5 Dollars ""1795 Half Eagle"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Dollars,1797,,"5 Dollars ""1797 Half Eagle"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Dollars,1878,,"5 Dollars ""1878 Half Eagle"" (Pattern; copper)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Half Dollar,1814,,"½ Dollar ""1814 Half Dollar"" (Pattern)",Yes,No,No,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Acadia National Park - Silver 5 oz Bullion)",Yes,Yes,Yes,Yes
coin,U.S. Pattern Coinage,Five Cents,1827,,"25 Cents ""1827 Quarter Dollar"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Two Cents,1836,,"2 Cents ""1836"" (Pattern; white metal)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1886,,"5 Cents ""1886 Nickel"" (Pattern; copper)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dollar,,,"1 Dollar ""Gold Dollar"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dollar,1839,,"1 Dollar ""1839 Gobrecht Dollar"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dollar,1871,,"1 Dollar ""1871 Dollar"" (Pattern; silver)",Yes,No,No,Yes
coin,Liberty Head Coinage,Five Dollars,,,5 Dollars,Yes,No,No,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Fort Moultrie at Fort Sumter National Monument, South Carolina - Silver 5 oz Bullion)",Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Boys Town Centennial),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (Boys Town Centennial),Yes,No,No,Yes
coin,Modern Commemorative Dollars,Five Dollars,,,5 Dollars (Boys Town Centennial),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Hundred Dollars,,,"100 Dollars (""American Liberty 225th Anniversary High Relief Gold"")",Yes,No,No,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Theodore Roosevelt National Park, North Dakota - Silver 5 oz Bullion)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Effigy Mounds National Monument, Iowa - Silver 5 oz Bullion)",Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,Five Dollars,,,"25 Dollars (Governor Lutali - XXIV Olympics, denomination in numbers)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,Five Dollars,,,25 Dollars (XXIV Olympics),Yes,No,No,Yes
coin,Modern Commemorative Dollars,Five Dollars,,,"25 Dollars (Governor Lutali - XXIV Olympics, denomination in letters)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Hundred Dollars,,,100 Dollars (XXIV Olympics),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Hundred Dollars,,,100 Dollars (America's Cup / XXIV Olympics Mule),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,"50 Cents - Rock Island Centennial Bridge (Rock Island, Illinois)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Guantanamo),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Okinawa),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Baker Island),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Howland Island),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Jarvis Island),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Jonhston atoll),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Kingman reef),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Midway atoll),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Palmyra atoll),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Wake Island),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Saint Croix),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Saint John),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Saint Thomas),Yes,No,No,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Frederick Douglass National Historic Site, District of Columbia - Silver 5 oz Bullion)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (George Rogers Clark National Historical Park, Indiana - Silver 5 oz Bullion)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Ozark National Scenic Riverways, Missouri - Silver 5 oz Bullion)",Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Diego Garcia),Yes,No,No,Yes
coin,Morgan Dollars,One Dollar,,,1 Ounce - First Morgan Silver Dollar,Yes,Yes,Yes,Yes
coin,Trade Dollars,One Dollar,,,2 Maui Trade Dollars,Yes,Yes,Yes,Yes
coin,Trade Dollars,One Dollar,,,2 Maui Trade Dollars,Yes,Yes,Yes,Yes
coin,Trade Dollars,One Dollar,,,2 Maui Trade Dollars,Yes,Yes,Yes,Yes
coin,Trade Dollars,One Dollar,,,2 Maui Trade Dollars,Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Five Cents,,,25 Cents,Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Greenland),Yes,No,No,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Everglades National Park, Florida - Silver 5 oz Bullion)",Yes,Yes,Yes,Yes
coin,Presidential Dollars,One Dollar,,,Abraham Lincoln,Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar - Sandy's 61st Anniversary,Yes,No,No,Yes
coin,Presidential Dollars,One Dollar,,,So-Called-Dollar - Abraham Lincoln (New York World's Fair),Yes,Yes,Yes,Yes
coin,Presidential Dollars,One Dollar,,,Dollar - Washington Gold,Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,One Dollar,,,Dollar - U.S. Centennial Exposition (Liberty Bell Independence Hall),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,Dollar - U.S. Centennial Exposition (Liberty Bell Independence Hall - Rounded 6),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,Dollar - U.S. Centennial Exposition (Liberty Bell Independence Hall),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,"Dollar - U.S. Centennial Exposition (Liberty Bell, Independence Hall)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,Dollar - U.S. Centennial Exposition (Liberty Bell; Independence Hall; No Star),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,Dollar - U.S. Centennial Exposition (Liberty Bell; Independence Hall),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,Dollar - U.S. Centennial Exposition (Liberty Bell; Independence Hall; Thick),Yes,No,No,Yes
coin,Presidential Dollars,One Dollar,,,Dollar - U.S. Centennial Exposition (Independence Hall; George Washington),Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,One Dollar,,,Dollar - U.S. Centennial Exposition (Liberty Seated),Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1869,,"5 Cents ""1869 Nickel"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Cent,1869,,"1 Cent ""1869"" (Pattern)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,Dollar - U.S. Centennial Exposition (Art Gallery Building),Yes,No,No,Yes
coin,Presidential Dollars,One Dollar,,,So-Called-Dollar - Abraham Lincoln (New York World's Fair; Curved date),Yes,Yes,Yes,Yes
coin,Presidential Dollars,One Dollar,,,So-Called-Dollar - Abraham Lincoln (New York World's Fair),Yes,Yes,Yes,Yes
coin,U.S. Pattern Coinage,One Dollar,2000,,"1 Dollar ""2000 Sacagawea Dollar"" (Pattern)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,Dollar - Nashville Centennial Exposition,Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,So-Called-Dollar - Oregon Statehood Centennial (Independence Wagon Train),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,So-Called-Dollar - Oregon Statehood Centennial (Independence Wagon Train),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,So-Called-Dollar - Oregon Statehood Centennial (Capitol Salem),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,So-Called-Dollar - Oregon Statehood Centennial (Wagon train),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,So-Called-Dollar - Oregon Statehood Centennial (Uniface),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,So-Called-Dollar - Oregon Statehood Centennial (Pendleton Round-Up),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,So-Called-Dollar - Oregon Statehood Centennial (Pendleton Round-Up),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,Dollar - Wells Fargo and Co. Semicentennial,Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,So-Called-Dollar - Northwest Paper Co. 50th Anniversary,Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,"50 Cents - 100th Anniversary Oregon (Redmond, Oregon)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dollar,,,"1 Dollar ""Gobrecht Dollar"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Cent,1850,,"1 Cent ""1850"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1884,,"5 Cents ""1884 Nickel"" (Pattern; nickel)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Cent,1851,,"1 Cent ""1851"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dollar,1852,,"1 Dollar ""1852 Gold Dollar"" (Pattern; copper)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Cent,1884,,"1 Cent ""1884"" (Pattern; nickel)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1896,,"5 Cents ""1896 Nickel"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Cent,1896,,"1 Cent ""1896"" (Pattern; bronze)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1867,,"5 Cents ""1867 Nickel"" (Pattern; nickel)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1866,,"5 Cents ""1866 Nickel"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1866,,"5 Cents ""1866 Nickel"" (Pattern; nickel)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1866,,"5 Cents ""1866 Nickel"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1866,,"5 Cents ""1866 Shield Nickel"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1866,,"5 Cents ""1866 Shield Nickel With Rays"" (Pattern; nickel)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1866,,"5 Cents ""1866 Shield Nickel Without Rays"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dime,,,"10 Cents ""Postage Currency"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1866,,"5 Cents ""1866 Nickel Without Rays"" (Pattern; lead)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Half Dollar,1859,,"½ Dollar ""1859"" (Pattern; copper)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Half Dollar,1859,,"½ Dollar ""1859"" (Pattern; silver)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Dollars,1860,,"5 Dollars ""1860 Half Eagle"" (Pattern; gold)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Dollars,1868,,"5 Dollars ""1868 Half Eagle"" (Pattern; copper)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1868,,"5 Cents ""1868 Nickel"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Ten Dollars,1872,,"10 Dollars ""1872 Eagle"" (Pattern; gold)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Twenty Dollars,1872,,"20 Dollars ""1872 Double Eagle"" (Pattern; copper)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Fifty Dollars,,,"50 Dollars ""Half Union"" (Pattern; gold)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Fifty Dollars,,,"50 Dollars ""Half Union"" (Pattern; gold)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dollar,1880,,"1 Dollar ""1880 Metric Dollar"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1882,,"5 Cents ""1882 Liberty Nickel"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1882,,"5 Cents ""1882 Liberty Nickel"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1883,,"5 Cents ""1883 Liberty Nickel"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1882,,"5 Cents ""1882 Liberty Nickel without cents"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Cent,1942,,"1 Cent ""1942"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Five Cents,1866,,"5 Cents ""1866 Nickel"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Half Dollar,1964,,"½ Dollar ""1964 Kennedy"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Twenty Cents,1864,,"20 Cents ""1864"" (Pattern; silver)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Twenty Cents,,,"20 Cents ""1875⅕ Dollar"" (Pattern; silver)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Twenty Cents,1875,,"20 Cents ""1875"" (Pattern; silver)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Twenty Cents,1875,,"20 Cents ""1875"" (Pattern; silver)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Counterstamped),Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dollar,,,500 Units - Nova Constellatio “Type II” (Pattern),Yes,No,No,Yes
coin,U.S. Pattern Coinage,Half Dollar,1877,,"½ Dollar ""1877"" (Pattern; silver)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Cent,1853,,"1 Cent ""1853"" (Pattern; copper-nickel)",Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,50 Cents - Oregon Centennial,Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,50 Cents - San Buenaventura Centennial,Yes,No,No,Yes
coin,Roosevelt Dimes,One Dime,,,"Irradiated Roosevelt Dime - American Museum of Atomic Energy (Oak Ridge, Tennessee)",Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,One Dollar,,,Birthday Dollar - Los Angeles Bicentennial (Year-round Sports Paradise),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,"50 Cents - 250th Anniversary Mobile, Alabama (Jean Baptiste Lemoyne)",Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,"50 Cents - 125th Anniversary Celebration (Lorain, Ohio)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Ten Dollars,1874,,"10 Dollars ""1874 Eagle"" (Pattern; gold)",Yes,No,No,Yes
coin,Morgan Dollars,One Dollar,,,1 Ounce- Silver Trade Unit (Morgan Dollar),Yes,Yes,Yes,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,"50 Cents -Wakefield Centennial (Wakefield, Nebraska)",Yes,No,No,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Pictured Rocks National Lakeshore, Michigan)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Apostle Islands National Lakeshore, Wisconsin)",Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Voyageurs National Park, Minnesota)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Cumberland Island National Seashore, Georgia)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Block Island National Wildlife Refuge, Rhode Island)",Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (World War I Centennial),Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Cent,1974,,"1 Cent ""1974 Lincoln Memorial"" (Pattern)",Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,50 Cents - Lincoln (Nebraska Centennial),Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,,,"1 Dollar ""Native American Dollar"" (Jim Thorpe)",Yes,No,No,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Apostle Islands National Lakeshore, Wisconsin) - Silver Proof",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Block Island National Wildlife Refuge, Rhode Island; Silver Proof)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Cumberland Island National Seashore, Georgia) - Silver Proof",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Pictured Rocks National Lakeshore, Michigan) - Silver Proof",Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Voyageurs National Park, Minnesota) - Silver Proof",Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,Five Dollars,,,5 Dollars (Breast Cancer Awareness),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Breast Cancer Awareness),Yes,No,No,Yes
coin,Modern Commemorative Dollars,Half Dollar,,,½ Dollar (Breast Cancer Awareness),Yes,No,No,Yes
coin,American Platinum Eagle,One Hundred Dollars,,,"100 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar Banknote (George Washington),Yes,Yes,Yes,Yes
coin,Morgan Dollars,One Dollar,,,5 Ounces - South East Refining (Morgan Dollar),Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Gettysburg National Military Park, Pennsylvania - Silver 5 oz Bullion)",Yes,Yes,Yes,Yes
coin,Liberty Walking Half Dollars,One Dollar,,,⅒ Ounce - Money Metals Exchange (Walking Liberty),Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dollar,1838,,"1 Dollar ""1838 Gobrecht Dollar"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dollar,1836,,"1 Dollar ""1836 Gobrecht Dollar"" (Pattern; silver)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dollar,1836,,"1 Dollar ""1836 Gobrecht Dollar"" (Pattern; silver)",Yes,No,No,Yes
coin,Morgan Dollars,One Dollar,,,1 Ounce - Silver Trade Unit (Morgan Dollar),Yes,Yes,Yes,Yes
coin,Morgan Dollars,One Dollar,,,1 Ounce - Silver Trade Unit (Morgan Dollar),Yes,Yes,Yes,Yes
coin,American Liberty Gold Coins,Ten Dollars,,,10 Dollars (American Liberty),Yes,No,No,Yes
coin,Flowing Hair Coinage,One Dollar,,,1 Ounce - Osborne Mint (Flowing Hair Dollar),Yes,No,No,Yes
coin,Draped Bust Coinage,One Dollar,,,1 Ounce - Osborne Mint (Draped Bust Dollar),Yes,No,No,Yes
coin,Barber Half Dollars,Half Dollar,,,1 Ounce - Osborne Mint (Barber Half Dollar),Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,One Dollar,,,Birthday Dollar - Los Angeles Bicentennial (The End of the Rainbow),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,"1 Dollar - First Homestead Centennial (Beatrice, Nebraska)",Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,"50 Cents - Gothenburg, Nebraska (Pony Express Centennial)",Yes,No,No,Yes
coin,Peace Dollars,One Dollar,,,Mini Coin - Peace Dollar,Yes,Yes,Yes,Yes
coin,Liberty Walking Half Dollars,Half Dollar,,,Mini Coin - Walking Liberty Half Dollar,Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,"50 Cents - 100th Anniversary Oregon (Harney County, Oregon)",Yes,No,No,Yes
coin,Draped Bust Coinage,One Dollar,,,Mini Coin (Draped Bust Dollar),Yes,No,No,Yes
coin,Eisenhower Dollars,One Dollar,,,Mini Coin - Eisenhower Dollar,Yes,Yes,Yes,Yes
coin,Eisenhower Dollars,One Dollar,,,Eisenhower Dollar (blue),Yes,Yes,Yes,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,"50 Cents - Cozad, Nebraska (Centennial)",Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,"50 Cents - Perinton Sesquicentennial (Perinton, New York)",Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,"50 Cents - 250th Anniversary Mobile, Alabama (Pierre Le Moyne)",Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,"50 Cents - 250th Anniversary Mobile, Alabama (Raphael Semmes)",Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,"50 Cents - 250th Anniversary Mobile, Alabama",Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,"50 Cents - Greater Cuyahoga Falls Sesquicentennial (Cuyahoga Falls, Ohio)",Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,"50 Cents - Evanston Centennial (Evanston, Illinois)",Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,"50 Cents - Perry Sesquicentennial Celebration (Erie, Pennsylvania)",Yes,No,No,Yes
