Count,Year,Mint,Denomination,Program/Series,Theme/Subject,Resolved_Program,Resolved_Subject,Best_Key_Tried
1,1960,,Half Dollar,Franklin Half Dollar,Benjamin Franklin,kennedy-half-dollar,,1960_kennedy-half-dollar
1,1960,D,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1960_D_jefferson-nickel
1,1960,D,Quarter,Washington Silver Quarter,,quarter,,1960_D_quarter
1,1961,,Dime,Roosevelt Dimes,,dime,,1961_dime
1,1961,D,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1961_D_lincoln-cent
1,1962,D,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1962_D_lincoln-cent
1,1962,D,Quarter,Washington Silver Quarter,,quarter,,1962_D_quarter
1,1963,,Dime,Roosevelt Dimes,silver,dime,,1963_dime
1,1963,D,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,1963_D_lincoln-cent
1,1963,D,Quarter,Washington Silver Quarter,,quarter,,1963_D_quarter
1,1964,,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1964_kennedy-half-dollar
1,1964,,Nickel,,,nickel,,1964_nickel
1,1964,D,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1964_D_lincoln-cent
1,1965,,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1965_kennedy-half-dollar
1,1965,,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1965_jefferson-nickel
1,1965,,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1965_lincoln-cent
1,1965,P,Roosevelt Dime,Roosevelt Dime,,dime,,1965_P_dime
1,1966,,Dime,Roosevelt Dimes,,dime,,1966_dime
1,1966,,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1966_jefferson-nickel
1,1966,,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,1966_lincoln-cent
1,1966,,Quarter,Washington Silver Quarter,,quarter,,1966_quarter
1,1967,,Dime,Roosevelt Dimes,,dime,,1967_dime
1,1967,,Penny,Lincoln Cent,Lincoln Cent (Memorial Reverse),lincoln-cent,,1967_lincoln-cent
1,1968,D,Dime,Roosevelt Dimes,,dime,,1968_D_dime
1,1968,,Dime,Roosevelt Dimes,,dime,,1968_dime
1,1968,S,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1968_S_kennedy-half-dollar
1,1968,D,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,1968_D_kennedy-half-dollar
1,1968,D,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1968_D_lincoln-cent
1,1968,,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1968_lincoln-cent
1,1968,S,Quarter,Washington Silver Quarter,,quarter,,1968_S_quarter
1,1968,D,Quarter,Washington Silver Quarter,,quarter,,1968_D_quarter
1,1968,S,Roosevelt Dime,Roosevelt Dime,,dime,,1968_S_dime
1,1969,D,Dime,Roosevelt Dimes,,dime,,1969_D_dime
1,1969,S,Dime,Roosevelt Dimes,,dime,,1969_S_dime
1,1969,S,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1969_S_kennedy-half-dollar
1,1969,D,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,1969_D_kennedy-half-dollar
1,1969,,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1969_lincoln-cent
1,1969,D,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1969_D_lincoln-cent
1,1969,,Quarter,Washington Silver Quarter,,quarter,,1969_quarter
1,1969,D,Quarter,Washington Silver Quarter,,quarter,,1969_D_quarter
1,1969,S,Quarter,Washington Silver Quarter,,quarter,,1969_S_quarter
1,1970,,Dime,Roosevelt Dimes,,dime,,1970_dime
1,1970,D,Dime,Roosevelt Dimes,,dime,,1970_D_dime
1,1970,S,Dime,Roosevelt Dimes,,dime,,1970_S_dime
1,1970,D,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1970_D_kennedy-half-dollar
1,1970,S,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1970_S_kennedy-half-dollar
1,1970,D,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1970_D_lincoln-cent
1,1970,S,Quarter,Washington Silver Quarter,,quarter,,1970_S_quarter
1,1970,,Quarter,Washington Silver Quarter,,quarter,,1970_quarter
1,1970,D,Quarter,Washington Silver Quarter,,quarter,,1970_D_quarter
1,1971,,Dime,Roosevelt Dimes,,dime,,1971_dime
1,1971,D,Dime,Roosevelt Dimes,,dime,,1971_D_dime
1,1971,S,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1971_S_kennedy-half-dollar
1,1971,,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,1971_lincoln-cent
1,1971,,Quarter,Washington Silver Quarter,,quarter,,1971_quarter
1,1971,S,Quarter,Washington Silver Quarter,,quarter,,1971_S_quarter
1,1971,D,Quarter,Washington Silver Quarter,,quarter,,1971_D_quarter
1,1972,S,Dime,Roosevelt Dimes,,dime,,1972_S_dime
1,1972,,Dime,Roosevelt Dimes,,dime,,1972_dime
1,1972,D,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,1972_D_kennedy-half-dollar
1,1972,S,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1972_S_kennedy-half-dollar
1,1972,,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1972_kennedy-half-dollar
1,1972,D,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1972_D_jefferson-nickel
1,1972,,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1972_lincoln-cent
1,1972,D,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1972_D_lincoln-cent
1,1972,,Quarter,Washington Silver Quarter,,quarter,,1972_quarter
1,1972,S,Quarter,Washington Silver Quarter,,quarter,,1972_S_quarter
1,1972,D,Quarter,Washington Silver Quarter,,quarter,,1972_D_quarter
1,1973,,Dime,Roosevelt Dimes,,dime,,1973_dime
1,1973,S,Dime,Roosevelt Dimes,,dime,,1973_S_dime
1,1973,D,Dime,Roosevelt Dimes,,dime,,1973_D_dime
1,1973,S,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,1973_S_kennedy-half-dollar
1,1973,,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1973_kennedy-half-dollar
1,1973,D,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1973_D_kennedy-half-dollar
1,1973,D,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1973_D_lincoln-cent
1,1973,,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1973_lincoln-cent
1,1973,D,Quarter,Washington Silver Quarter,,quarter,,1973_D_quarter
1,1973,,Quarter,Washington Silver Quarter,,quarter,,1973_quarter
1,1973,S,Quarter,Washington Silver Quarter,,quarter,,1973_S_quarter
1,1974,S,Dime,Roosevelt Dimes,,dime,,1974_S_dime
1,1974,D,Dime,Roosevelt Dimes,,dime,,1974_D_dime
1,1974,,Dime,Roosevelt Dimes,,dime,,1974_dime
1,1974,,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,1974_kennedy-half-dollar
1,1974,S,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1974_S_kennedy-half-dollar
1,1974,S,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1974_S_lincoln-cent
1,1974,,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1974_lincoln-cent
1,1974,S,Quarter,Washington Silver Quarter,,quarter,,1974_S_quarter
1,1974,,Quarter,Washington Silver Quarter,,quarter,,1974_quarter
1,1974,D,Quarter,Washington Silver Quarter,,quarter,,1974_D_quarter
1,1975,D,Dime,Roosevelt Dimes,,dime,,1975_D_dime
1,1975,,Dime,Roosevelt Dimes,,dime,,1975_dime
1,1975,S,Dime,Roosevelt Dimes,,dime,,1975_S_dime
1,1975,,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,1975_lincoln-cent
1,1976,S,Dime,Roosevelt Dimes,,dime,,1976_S_dime
1,1976,,Dime,Roosevelt Dimes,,dime,,1976_dime
1,1976,D,Dime,Roosevelt Dimes,,dime,,1976_D_dime
1,1976,,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1976_lincoln-cent
1,1976,D,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1976_D_lincoln-cent
1,1976,S,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1976_S_lincoln-cent
1,1976,,Quarter,Washington Silver Quarter,,quarter,,1976_quarter
1,1976,D,Quarter,Washington Silver Quarter,,quarter,,1976_D_quarter
1,1977,,Dime,Roosevelt Dimes,,dime,,1977_dime
1,1977,S,Dime,Roosevelt Dimes,,dime,,1977_S_dime
1,1977,D,Dime,Roosevelt Dimes,,dime,,1977_D_dime
1,1977,,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1977_kennedy-half-dollar
1,1977,S,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,1977_S_kennedy-half-dollar
1,1977,S,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1977_S_lincoln-cent
1,1977,,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1977_lincoln-cent
1,1977,S,Quarter,Washington Silver Quarter,,quarter,,1977_S_quarter
1,1977,D,Quarter,Washington Silver Quarter,,quarter,,1977_D_quarter
1,1977,,Quarter,Washington Silver Quarter,,quarter,,1977_quarter
1,1978,,Dime,Roosevelt Dimes,,dime,,1978_dime
1,1978,,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1978_kennedy-half-dollar
1,1978,S,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1978_S_kennedy-half-dollar
1,1978,D,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1978_D_kennedy-half-dollar
1,1978,,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1978_lincoln-cent
1,1978,D,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1978_D_lincoln-cent
1,1978,S,Penny,Lincoln Cent,Lincoln Cent (Memorial Reverse),lincoln-cent,,1978_S_lincoln-cent
1,1978,S,Quarter,Washington Silver Quarter,,quarter,,1978_S_quarter
1,1978,D,Quarter,Washington Silver Quarter,,quarter,,1978_D_quarter
1,1978,,Quarter,Washington Silver Quarter,,quarter,,1978_quarter
1,1979,,Dime,Roosevelt Dimes,,dime,,1979_dime
1,1979,D,Dime,Roosevelt Dimes,,dime,,1979_D_dime
1,1979,,Penny,Lincoln Memorial Cent,Lincoln Head,lincoln-cent,,1979_lincoln-cent
1,1979,,Quarter,Washington Silver Quarter,,quarter,,1979_quarter
1,1979,D,Quarter,Washington Silver Quarter,,quarter,,1979_D_quarter
1,1979,S,Roosevelt Dime,Roosevelt Dime,,dime,,1979_S_dime
1,1979,D,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Susan B. Anthony,dollar,,1979_D_dollar
1,1980,P,Dime,Roosevelt Dimes,,dime,,1980_P_dime
1,1980,S,Dime,Roosevelt Dimes,,dime,,1980_S_dime
1,1980,D,Dime,Roosevelt Dimes,,dime,,1980_D_dime
1,1980,D,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1980_D_kennedy-half-dollar
1,1980,P,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,1980_P_kennedy-half-dollar
1,1980,D,Penny,Lincoln Memorial Cent,Lincoln Head,lincoln-cent,,1980_D_lincoln-cent
1,1980,,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,1980_lincoln-cent
1,1980,S,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1980_S_lincoln-cent
1,1980,D,Quarter,Washington Silver Quarter,,quarter,,1980_D_quarter
1,1980,S,Quarter,Washington Silver Quarter,,quarter,,1980_S_quarter
1,1980,P,Quarter,Washington Silver Quarter,,quarter,,1980_P_quarter
1,1980,P,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Susan B. Anthony,dollar,,1980_P_dollar
1,1980,D,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Susan B. Anthony,dollar,,1980_D_dollar
1,1980,,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Susan B. Anthony,dollar,,1980_dollar
1,1981,S,Dime,Roosevelt Dimes,type 1,dime,,1981_S_dime
1,1981,P,Dime,Roosevelt Dimes,,dime,,1981_P_dime
1,1981,D,Dime,Roosevelt Dimes,,dime,,1981_D_dime
1,1981,P,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,1981_P_kennedy-half-dollar
1,1981,D,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,1981_D_kennedy-half-dollar
1,1981,,Penny,Lincoln Memorial Cent,Lincoln Head,lincoln-cent,,1981_lincoln-cent
1,1981,D,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1981_D_lincoln-cent
1,1981,P,Quarter,Washington Silver Quarter,,quarter,,1981_P_quarter
1,1981,D,Quarter,Washington Silver Quarter,,quarter,,1981_D_quarter
1,1981,D,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Susan B. Anthony,dollar,,1981_D_dollar
1,1981,P,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Susan B. Anthony,dollar,,1981_P_dollar
1,1982,P,Dime,Roosevelt Dimes,,dime,,1982_P_dime
1,1982,S,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1982_S_lincoln-cent
1,1982,S,Quarter,Washington Silver Quarter,,quarter,,1982_S_quarter
1,1982,D,Quarter,Washington Silver Quarter,,quarter,,1982_D_quarter
1,1982,P,Quarter,Washington Silver Quarter,,quarter,,1982_P_quarter
1,1982,S,Roosevelt Dime,,,dime,,1982_S_dime
1,1983,S,Dime,Roosevelt Dimes,,dime,,1983_S_dime
1,1983,D,Dime,Roosevelt Dimes,,dime,,1983_D_dime
1,1983,P,Dime,Roosevelt Dimes,,dime,,1983_P_dime
1,1983,P,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1983_P_kennedy-half-dollar
1,1983,D,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1983_D_kennedy-half-dollar
1,1983,S,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1983_S_kennedy-half-dollar
1,1983,S,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1983_S_lincoln-cent
1,1983,D,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,1983_D_lincoln-cent
1,1983,,Penny,Lincoln Memorial Cent,Lincoln Head,lincoln-cent,,1983_lincoln-cent
1,1983,S,Quarter,Washington Silver Quarter,,quarter,,1983_S_quarter
1,1983,D,Quarter,Washington Silver Quarter,,quarter,,1983_D_quarter
1,1983,P,Quarter,Washington Silver Quarter,,quarter,,1983_P_quarter
1,1984,D,Dime,Roosevelt Dimes,,dime,,1984_D_dime
1,1984,S,Dime,Roosevelt Dimes,,dime,,1984_S_dime
1,1984,P,Dime,Roosevelt Dimes,,dime,,1984_P_dime
1,1984,S,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1984_S_kennedy-half-dollar
1,1984,D,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,1984_D_kennedy-half-dollar
1,1984,O,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1984_O_kennedy-half-dollar
1,1984,S,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,1984_S_lincoln-cent
1,1984,,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1984_lincoln-cent
1,1984,D,Quarter,Washington Silver Quarter,,quarter,,1984_D_quarter
1,1984,P,Quarter,Washington Silver Quarter,,quarter,,1984_P_quarter
1,1984,S,Quarter,Washington Silver Quarter,,quarter,,1984_S_quarter
1,1985,S,1 Dollar,Morgan Silver Dollars,Liberty Head,morgan-dollar,,1985_S_morgan-dollar
1,1985,P,Dime,Roosevelt Dimes,,dime,,1985_P_dime
1,1985,D,Dime,Roosevelt Dimes,,dime,,1985_D_dime
1,1985,P,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,1985_P_kennedy-half-dollar
1,1985,D,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,1985_D_kennedy-half-dollar
1,1985,,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1985_lincoln-cent
1,1985,D,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,1985_D_lincoln-cent
1,1985,S,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,1985_S_lincoln-cent
1,1985,S,Quarter,Washington Silver Quarter,,quarter,,1985_S_quarter
1,1985,P,Quarter,Washington Silver Quarter,,quarter,,1985_P_quarter
1,1985,D,Quarter,Washington Silver Quarter,,quarter,,1985_D_quarter
1,1986,D,Dime,Roosevelt Dimes,,dime,,1986_D_dime
1,1986,P,Dime,Roosevelt Dimes,,dime,,1986_P_dime
1,1986,S,Dollar,American Eagle,,american-eagle-silver,,1986_S_american-eagle-silver
1,1986,,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,1986_lincoln-cent
1,1986,S,Penny,Lincoln Memorial Cent,Lincoln Head,lincoln-cent,,1986_S_lincoln-cent
1,1986,D,Penny,Lincoln Cent,Lincoln Cent (Memorial Reverse),lincoln-cent,,1986_D_lincoln-cent
1,1986,D,Quarter,Washington Silver Quarter,,quarter,,1986_D_quarter
1,1986,S,Quarter,Washington Silver Quarter,,quarter,,1986_S_quarter
1,1986,P,Quarter,Washington Silver Quarter,,quarter,,1986_P_quarter
1,1987,D,Dime,Roosevelt Dimes,,dime,,1987_D_dime
1,1987,P,Dime,Roosevelt Dimes,,dime,,1987_P_dime
1,1987,S,Dime,Roosevelt Dimes,,dime,,1987_S_dime
1,1987,,Dollar,American Eagle,,american-eagle-silver,,1987_american-eagle-silver
1,1987,S,Dollar,American Eagle,,american-eagle-silver,,1987_S_american-eagle-silver
1,1987,P,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1987_P_kennedy-half-dollar
1,1987,D,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,1987_D_kennedy-half-dollar
1,1987,S,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1987_S_kennedy-half-dollar
1,1987,,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1987_lincoln-cent
1,1987,D,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1987_D_lincoln-cent
1,1987,S,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1987_S_lincoln-cent
1,1987,D,Quarter,Washington Silver Quarter,,quarter,,1987_D_quarter
1,1987,S,Quarter,Washington Silver Quarter,,quarter,,1987_S_quarter
1,1988,D,Dime,Roosevelt Dimes,,dime,,1988_D_dime
1,1988,P,Dime,Roosevelt Dimes,,dime,,1988_P_dime
1,1988,S,Dime,Roosevelt Dimes,,dime,,1988_S_dime
1,1988,,Dollar,American Eagle,,american-eagle-silver,,1988_american-eagle-silver
1,1988,S,Dollar,American Eagle,,american-eagle-silver,,1988_S_american-eagle-silver
1,1988,D,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,1988_D_kennedy-half-dollar
1,1988,P,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1988_P_kennedy-half-dollar
1,1988,D,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,1988_D_lincoln-cent
1,1988,S,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1988_S_lincoln-cent
1,1988,,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1988_lincoln-cent
1,1988,D,Quarter,Washington Silver Quarter,,quarter,,1988_D_quarter
1,1988,S,Quarter,Washington Silver Quarter,,quarter,,1988_S_quarter
1,1988,P,Quarter,Washington Silver Quarter,,quarter,,1988_P_quarter
1,1989,D,Dime,Roosevelt Dimes,,dime,,1989_D_dime
1,1989,S,Dime,Roosevelt Dimes,,dime,,1989_S_dime
1,1989,P,Dime,Roosevelt Dimes,,dime,,1989_P_dime
1,1989,,Dollar,American Eagle,,american-eagle-silver,,1989_american-eagle-silver
1,1989,S,Dollar,American Eagle,,american-eagle-silver,,1989_S_american-eagle-silver
1,1989,D,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1989_D_lincoln-cent
1,1989,S,Quarter,Washington Silver Quarter,,quarter,,1989_S_quarter
1,1989,D,Quarter,Washington Silver Quarter,,quarter,,1989_D_quarter
1,1989,P,Quarter,Washington Silver Quarter,,quarter,,1989_P_quarter
1,1990,S,Dime,Roosevelt Dimes,,dime,,1990_S_dime
1,1990,P,Dime,Roosevelt Dimes,,dime,,1990_P_dime
1,1990,,Dollar,American Eagle,,american-eagle-silver,,1990_american-eagle-silver
1,1990,S,Dollar,American Eagle,,american-eagle-silver,,1990_S_american-eagle-silver
1,1990,S,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,1990_S_kennedy-half-dollar
1,1990,P,Kennedy Half Dollar,Kennedy Half Dollar,John F. Kennedy,kennedy-half-dollar,,1990_P_kennedy-half-dollar
1,1990,D,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,1990_D_kennedy-half-dollar
1,1990,D,Quarter,Washington Silver Quarter,,quarter,,1990_D_quarter
1,1990,P,Quarter,Washington Silver Quarter,,quarter,,1990_P_quarter
1,1990,S,Quarter,Washington Silver Quarter,,quarter,,1990_S_quarter
1,1990,D,Roosevelt Dime,Roosevelt Dime,,dime,,1990_D_dime
1,1991,D,Dime,Roosevelt Dimes,,dime,,1991_D_dime
1,1991,P,Dime,Roosevelt Dimes,,dime,,1991_P_dime
1,1991,S,Dime,Roosevelt Dimes,,dime,,1991_S_dime
1,1991,,Dollar,American Eagle,,american-eagle-silver,,1991_american-eagle-silver
1,1991,S,Dollar,American Eagle,,american-eagle-silver,,1991_S_american-eagle-silver
1,1991,,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1991_lincoln-cent
1,1991,D,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,1991_D_lincoln-cent
1,1991,S,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1991_S_lincoln-cent
1,1991,S,Quarter,Washington Silver Quarter,,quarter,,1991_S_quarter
1,1991,P,Quarter,Washington Silver Quarter,,quarter,,1991_P_quarter
1,1991,D,Quarter,Washington Silver Quarter,,quarter,,1991_D_quarter
1,1992,D,Dime,Roosevelt Dimes,,dime,,1992_D_dime
1,1992,P,Dime,Roosevelt Dimes,,dime,,1992_P_dime
1,1992,S,Dollar,American Eagle,,american-eagle-silver,,1992_S_american-eagle-silver
1,1992,,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1992_lincoln-cent
1,1992,D,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1992_D_lincoln-cent
1,1992,S,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1992_S_lincoln-cent
1,1992,P,Quarter,Washington Silver Quarter,,quarter,,1992_P_quarter
1,1992,D,Quarter,Washington Silver Quarter,,quarter,,1992_D_quarter
1,1993,P,Dime,Roosevelt Dimes,,dime,,1993_P_dime
1,1993,D,Dime,Roosevelt Dimes,,dime,,1993_D_dime
1,1993,P,Dollar,American Eagle,,american-eagle-silver,,1993_P_american-eagle-silver
1,1993,,Dollar,American Eagle,,american-eagle-silver,,1993_american-eagle-silver
1,1993,S,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1993_S_lincoln-cent
1,1993,D,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,1993_D_lincoln-cent
1,1993,,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1993_lincoln-cent
1,1993,,Quarter,Washington Silver Quarter,,quarter,,1993_quarter
1,1993,D,Quarter,Washington Silver Quarter,,quarter,,1993_D_quarter
1,1993,P,Quarter,Washington Silver Quarter,,quarter,,1993_P_quarter
1,1993,S,Quarter,Washington Silver Quarter,,quarter,,1993_S_quarter
1,1994,P,Dime,Roosevelt Dimes,,dime,,1994_P_dime
1,1994,D,Dime,Roosevelt Dimes,,dime,,1994_D_dime
1,1994,P,Dollar,American Eagle,,american-eagle-silver,,1994_P_american-eagle-silver
1,1994,,Dollar,American Eagle,,american-eagle-silver,,1994_american-eagle-silver
1,1994,S,Penny,Lincoln Memorial Cent,Lincoln Head,lincoln-cent,,1994_S_lincoln-cent
1,1994,,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1994_lincoln-cent
1,1994,D,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1994_D_lincoln-cent
1,1994,D,Quarter,Washington Silver Quarter,,quarter,,1994_D_quarter
1,1995,D,Dime,Roosevelt Dimes,,dime,,1995_D_dime
1,1995,P,Dime,Roosevelt Dimes,,dime,,1995_P_dime
1,1995,,Dollar,American Eagle,,american-eagle-silver,,1995_american-eagle-silver
1,1995,P,Dollar,American Eagle,,american-eagle-silver,,1995_P_american-eagle-silver
1,1995,S,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1995_S_lincoln-cent
1,1995,,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,1995_lincoln-cent
1,1995,D,Quarter,Washington Silver Quarter,,quarter,,1995_D_quarter
1,1995,P,Quarter,Washington Silver Quarter,,quarter,,1995_P_quarter
1,1996,D,Dime,Roosevelt Dimes,,dime,,1996_D_dime
1,1996,P,Dime,Roosevelt Dimes,,dime,,1996_P_dime
1,1996,P,Dollar,American Eagle,,american-eagle-silver,,1996_P_american-eagle-silver
1,1996,,Dollar,American Eagle,,american-eagle-silver,,1996_american-eagle-silver
1,1996,D,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1996_D_lincoln-cent
1,1996,S,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,1996_S_lincoln-cent
1,1996,,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1996_lincoln-cent
1,1996,D,Quarter,Washington Silver Quarter,,quarter,,1996_D_quarter
1,1996,P,Quarter,Washington Silver Quarter,,quarter,,1996_P_quarter
1,1997,P,Dime,Roosevelt Dimes,,dime,,1997_P_dime
1,1997,D,Dime,Roosevelt Dimes,,dime,,1997_D_dime
1,1997,P,Dollar,American Eagle,,american-eagle-silver,,1997_P_american-eagle-silver
1,1997,P,Kennedy Half Dollar,Kennedy Half Dollar Series,John F. Kennedy,kennedy-half-dollar,,1997_P_kennedy-half-dollar
